Name,Organization,Homepage,Logo,Twitter,Crunchbase URL,Market Cap,Ticker,Funding,Member,Relation,License,Headquarters,Latest Tweet Date,Description,Crunchbase Description,Crunchbase Homepage,Crunchbase City,Crunchbase Region,Crunchbase Country,Crunchbase Twitter,Crunchbase Linkedin,Crunchbase Ticker,Crunchbase Kind,Crunchbase Min Employees,Crunchbase Max Employees,Category,Subcategory,OSS,Github Repo,Github Stars,Github Description,Github Latest Commit Date,Github Latest Commit Link,Github Release Date,Github Release Link,Github Start Commit Date,Github Start Commit Link,Github Contributors Count,Github Contributors Link,Accepted,Incubation,Graduated,Dev Stats Url,Artwork Url,Blog Url,Mailing List Url,Slack Url,Youtube Url,Chat Channel
"Podman","Red Hat","https://podman.io/","https://landscape.cncf.io/logos/podman.svg","https://twitter.com/redhat","https://www.crunchbase.com/organization/red-hat",132207198208,"IBM",0,"Platinum","member","Apache License 2.0","Raleigh, North Carolina","2022-12-06 22:22:40","Podman: A tool for managing OCI containers and pods.","Red Hat is a multinational software company engaged in providing open-source software products to the enterprise community.","http://www.redhat.com","Raleigh","North Carolina","United States","http://twitter.com/redhat","https://www.linkedin.com/company/red-hat","IBM","market_cap",10001,1000000,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/containers/podman",16146,"Podman: A tool for managing OCI containers and pods.","","https://github.com/containers/podman/commit/7784f1d165d6cb90d23ff64cee1fedc353b1a5e6","2022-11-10 14:28:45","https://github.com/containers/podman/releases","2017-11-01 15:01:27","https://github.com/containers/libpod/commit/2b74391cd5281f6fdf391ff8ad50fd1490f6bf89",504,"https://github.com/containers/podman/graphs/contributors",,,,,,,,,,
"Porter","Cloud Native Computing Foundation (CNCF)","https://porter.sh/","https://landscape.cncf.io/logos/porter.svg","https://twitter.com/get_porter","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-10-15 13:39:31","Porter enables you to package your application artifact, client tools, configuration and deployment logic together as an installer that you can distribute, and install with a single command.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/getporter/porter",940,"Porter enables you to package your application artifact, client tools, configuration and deployment logic together as an installer that you can distribute, and install with a single command.","","https://github.com/getporter/porter/commit/7c03f20217b207021f6e82b5c25e6b0a78752490","2021-04-06 21:29:46","https://github.com/getporter/porter/releases","2018-11-05 16:27:59","https://github.com/getporter/porter/commit/db28cf3b6e63bbafa513a7eea2aa3bc3fe8cf96a",75,"https://github.com/getporter/porter/graphs/contributors","2020-09-08",,,"https://porter.devstats.cncf.io/","https://github.com/cncf/artwork/blob/master/examples/sandbox.md#porter-logos","https://porter.sh/blog","https://porter.sh/mailing-list","https://porter.sh/community/#slack","https://www.youtube.com/channel/UCbpSU5xLikfXQ-5meXLrsfA",
"sealer","Cloud Native Computing Foundation (CNCF)","https://sealer.cool","https://landscape.cncf.io/logos/sealer.svg","https://twitter.com/sealer_oss","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-11-17 09:43:44","Define and deliver your kube-cluster in a standard and easy way (Project under CNCF)","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/alibaba/sealer",1721,"Define and deliver your kube-cluster in a standard and easy way (Project under CNCF)","","https://github.com/sealerio/sealer/commit/db8e0c69089295fa6c6df497fbde2550074c4221","2022-07-12 03:19:54","https://github.com/alibaba/sealer/releases","2021-04-29 03:13:49","https://github.com/sealerio/sealer/commit/1c0d2c8bc0b7c5cd9d48a81cf4880bce3aeb5b39",67,"https://github.com/alibaba/sealer/graphs/contributors","2022-04-26",,,"https://sealer.teststats.cncf.io/",,,,"https://kubernetes.slack.com/messages/sealer",,
"Serverless Workflow","Cloud Native Computing Foundation (CNCF)","https://serverlessworkflow.github.io","https://landscape.cncf.io/logos/serverless-workflow.svg","https://twitter.com/CNCFWorkflow","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-11-12 02:53:46","Serverless Workflow Specification","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/serverlessworkflow/specification",515,"Serverless Workflow Specification","","https://github.com/serverlessworkflow/specification/commit/4aa5e0c2d44648b93895f84fa0056f4cd9dde755","2021-11-28 19:11:17","https://github.com/serverlessworkflow/specification/releases","2020-05-15 16:40:30","https://github.com/serverlessworkflow/specification/commit/87035435beda54b6900e4a9842331536c082360c",38,"https://github.com/serverlessworkflow/specification/graphs/contributors","2020-07-14",,,"https://serverlessworkflow.devstats.cncf.io/",,,,,,
"ServiceComb","The Apache Software Foundation","https://servicecomb.apache.org","https://landscape.cncf.io/logos/service-comb.svg","https://twitter.com/ServiceComb","https://www.crunchbase.com/organization/apache",,,,false,false,"Apache License 2.0","Forest Hill, Maryland","","ServiceComb Java Chassis is a Software Development Kit (SDK) for rapid development of microservices in Java, providing service registration, service discovery, dynamic routing, and service management features","Apache Software Foundation provides organizational, legal and financial support for Apache open-source software projects.","http://www.apache.org","Forest Hill","Maryland","United States","http://twitter.com/TheASF","https://www.linkedin.com/company/the-apache-software-foundation",,,1,10,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/apache/servicecomb-java-chassis",1821,"ServiceComb Java Chassis is a Software Development Kit (SDK) for rapid development of microservices in Java, providing service registration, service discovery, dynamic routing, and service management features","","https://github.com/apache/servicecomb-java-chassis/commit/fdd3734236d1b402aec43a4b32b3a61874cf55fb","2022-11-17 13:41:37","https://github.com/apache/servicecomb-java-chassis/releases","2017-05-18 10:23:32","https://github.com/apache/servicecomb-java-chassis/commit/1ed3ae0f4aeda37b0f09ca72d32faf76d2d80188",146,"https://github.com/apache/servicecomb-java-chassis/graphs/contributors",,,,,,,,,,
"Shipwright","Continuous Delivery Foundation (CDF)","https://shipwright.io","https://landscape.cncf.io/logos/shipwright.svg","https://twitter.com/shipwrightio","https://www.crunchbase.com/organization/continuous-delivery-foundation-cdf",,,,false,false,"Apache License 2.0","San Francisco, California","2022-11-29 19:56:25","Community documentation for Shipwright","A Neutral Home for the Next Generation of Continuous Delivery Collaboration","https://cd.foundation","San Francisco","California","United States","https://twitter.com/CDeliveryFdn",,,,1,10,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/shipwright-io/community",10,"Community documentation for Shipwright","","https://github.com/shipwright-io/community/commit/156b7a95015489ef685d205ad31748023f0263e3","",,"2021-04-16 18:56:10","https://github.com/shipwright-io/community/commit/edc3bbe1cbde5699eef9a73b84523a40b0afe191",10,"https://github.com/shipwright-io/community/graphs/contributors",,,,,,,,,,
"Skaffold","Google","https://github.com/GoogleContainerTools/skaffold","https://landscape.cncf.io/logos/skaffold.svg","https://twitter.com/GCPcloud","https://www.crunchbase.com/organization/google",1268980776960,"GOOG",36101000,"Platinum","member","Apache License 2.0","Mountain View, California","","Easy and Repeatable Kubernetes Development","Google is a multinational corporation that specializes in Internet-related services and products.","https://www.google.com","Mountain View","California","United States","https://twitter.com/google","https://www.linkedin.com/company/google","GOOG","market_cap",10001,1000000,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/GoogleContainerTools/skaffold",13532,"Easy and Repeatable Kubernetes Development","","https://github.com/GoogleContainerTools/skaffold/commit/2bea1dfe3003e708ffae52cbd586c7b9a35595d4","2022-12-01 21:30:31","https://github.com/GoogleContainerTools/skaffold/releases","2018-01-03 19:32:35","https://github.com/GoogleContainerTools/skaffold/commit/d76524a31c58657b06404f4442e1e64949f4d762",376,"https://github.com/GoogleContainerTools/skaffold/graphs/contributors",,,,,,,,,,
"Squash","Solo.io","https://squash.solo.io/","https://landscape.cncf.io/logos/squash.svg","https://twitter.com/soloio_inc","https://www.crunchbase.com/organization/solo-io",,,171500000,"Silver","member","Apache License 2.0","Cambridge, Massachusetts","2022-12-06 21:11:57","The debugger for microservices","Solo.io develops tools to help the enterprise adapt and make the most of innovative cloud technologies.","https://www.solo.io","Cambridge","Massachusetts","United States","https://twitter.com/soloio_inc","https://www.linkedin.com/company/solo.io",,"funding",101,250,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/solo-io/squash",1694,"The debugger for microservices","","https://github.com/solo-io/squash/commit/65d0dcc389a658da2f35bd7b782759d6f66c394d","2019-09-25 13:51:09","https://github.com/solo-io/squash/releases","2017-08-22 14:55:20","https://github.com/solo-io/squash/commit/ec5add02de67948647d408c8183c84dcc4db1585",31,"https://github.com/solo-io/squash/graphs/contributors",,,,,,,,,,
"Tanka","Grafana Labs","https://tanka.dev/","https://landscape.cncf.io/logos/tanka.svg","https://twitter.com/grafana","https://www.crunchbase.com/organization/raintank",,,535230000,"Platinum","member","Apache License 2.0","New York, New York","2022-12-06 20:28:19","Tanka is a composable configuration utility for Kubernetes. It leverages the Jsonnet language to realize flexible, reusable and concise configuration.","Grafana Labs is an open source software platform built to support monitoring, visualization, and metric analytics.","http://grafana.com","New York","New York","United States","https://www.twitter.com/grafana","https://www.linkedin.com/company/grafana-labs",,"funding",251,500,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/grafana/tanka",1828,"Flexible, reusable and concise configuration for Kubernetes","","https://github.com/grafana/tanka/commit/8016ce40a179e775ac1e08b2f8a3b1f23a499e88","2022-09-29 12:05:19","https://github.com/grafana/tanka/releases","2019-07-17 11:11:11","https://github.com/grafana/tanka/commit/41df0281960aa03e2b752735741673b3af819e47",93,"https://github.com/grafana/tanka/graphs/contributors",,,,,,,,,,
"Telepresence","Cloud Native Computing Foundation (CNCF)","https://www.telepresence.io/","https://landscape.cncf.io/logos/telepresence.svg","https://twitter.com/telepresenceio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Other","San Francisco, California","","Local development against a remote Kubernetes or OpenShift cluster","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/telepresenceio/telepresence",5458,"Local development against a remote Kubernetes or OpenShift cluster","","https://github.com/telepresenceio/telepresence/commit/c242a1aabdbf9af5600a49c1a04c0a1e367019ff","2022-12-02 12:12:00","https://github.com/telepresenceio/telepresence/releases","2017-02-23 14:07:35","https://github.com/telepresenceio/telepresence/commit/a364f36f0b2c6b617a058c65c4cd922aced5f01f",73,"https://github.com/telepresenceio/telepresence/graphs/contributors","2018-05-15",,,"https://telepresence.devstats.cncf.io/","https://github.com/cncf/artwork/blob/master/examples/sandbox.md#telepresence-logos",,,"https://d6e.co/slack",,"#telepresence"
"Tilt","Windmill Engineering","https://tilt.dev/","https://landscape.cncf.io/logos/tilt.svg","https://twitter.com/tilt_dev","https://www.crunchbase.com/organization/windmill-engineering",,,,"Silver","member","Apache License 2.0","New York, New York","2022-10-19 20:08:07","Define your dev environment as code. For microservice apps on Kubernetes.","Tilting at Cloud-Based Development","https://tilt.dev/","New York","New York","United States","https://twitter.com/windmill_eng","https://www.linkedin.com/company/windmill-engineering/about/",,,1,10,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/tilt-dev/tilt",6216,"Define your dev environment as code. For microservice apps on Kubernetes.","","https://github.com/tilt-dev/tilt/commit/a8d4552698b37226f6215b8e5049084fd829756e","2022-12-05 16:08:21","https://github.com/tilt-dev/tilt/releases","2018-08-07 16:00:05","https://github.com/windmilleng/tilt/commit/ad377be1aa1802423fc006cf3217a5f3fda2efd4",75,"https://github.com/tilt-dev/tilt/graphs/contributors",,,,,,,,,,
